      Unnamed: 0                                                        product_name product_price     weight            category                EAN date_added                                  uuid          removed product_code
389          389                                    Garfield Supremies 300g - Salmon         £3.25        0.3                pets      9479565471784 2008-01-03  e096dca3-e20a-459d-95d2-897402136d8f  Still_avaliable  q4-3392016N
1024        1024                                     Alaska Faux Fur Cushion - Blush        £12.00       0.24            homeware      7250686969341 2008-01-15  5ac21192-0319-4d6f-8191-00fcada9a242  Still_avaliable  Y9-5288789l
329          329                                 Sweetie Paws Pick & Mix Meaty Beans         £2.50      0.125                pets      5468878529583 2008-01-23  b8872b22-35cc-4137-8bed-48bd94529409  Still_avaliable  B9-3362817m
1696        1696                                 Paxo Sage & Onion Stuffing Mix 340g         £2.69       0.34      food-and-drink       753246499328 2008-01-31  b3072d0f-5b88-4342-9813-b28c826dff9a  Still_avaliable  s9-3667683q
164          164                                    Zuru X-Shot 4 Blaster Combo Pack        £20.00      1.395      toys-and-games      4542503265006 2008-02-04  d9f5ccdc-e0b4-4b9e-ac96-f471f540f71f  Still_avaliable  L2-5103587f
491          491                                             Cable Knit Sherpa Throw        £15.00        0.9            homeware      4682839765143 2008-02-06  17ca8af5-cccc-45d0-a1d8-3b4d4672f632  Still_avaliable  G0-0687586c
325          325                                          POW Roar Some Bites - Duck         £2.19       0.12                pets      3818432538254 2008-02-11  ff1d73ca-c2f9-4fda-b86b-9088c012476e  Still_avaliable  i0-9101149w
1790        1790                                    Blue Dragon Long Grain Rice 250g         £0.69       0.25      food-and-drink      8121854470824 2008-02-13  4b907ac4-df03-4dfd-b32e-14bb81fc0f0a  Still_avaliable   P1-577645K
1832        1832                                    Home Essentials Rug Grip Tape 7m         £3.99      0.196                 diy      2480945247155 2008-02-16  d8da2c67-c0cd-44cc-a9ed-28f09ef62c6d  Still_avaliable  c9-3599710M
620          620                                                Frosted Vase - Blush         £8.00       0.65            homeware      8620863519062 2008-02-29  fbe60def-26e5-4682-9e01-831069bdfad6  Still_avaliable  h4-7333699R
613          613                                                   Moon Wall Hanging         £3.00       0.03            homeware      5268487471996 2008-03-18  f9945d59-6c91-401b-ac05-20c8ee19fcf0  Still_avaliable  C3-7947284V
70            70                        Ultimate Paint by Numbers Kit - Wild Animals        £12.99        1.3      toys-and-games      1227869407804 2008-04-07  acd4fc56-fdb5-48cf-8937-105d8b22f1ad  Still_avaliable  s8-9601864E
868          868                               Amelia Vanity Set with Stool & Mirror        £50.00       10.5            homeware       318805860843 2008-04-24  8403f01c-f572-4381-a4ef-ac954cc44c84  Still_avaliable  G6-0531014R
855          855                                     Deco Glam Drinks Trolley - Gold        £20.00        6.3            homeware      7795017096308 2008-04-25  df955f7e-e5f8-44ac-8b9a-d0bb76a636e0  Still_avaliable  j1-7728014p
1233        1233                                                  Eucalyptus in Vase        £15.00       1.23            homeware       567272591778 2008-04-27  fed6a3c4-3950-432a-a791-e60b2481a375  Still_avaliable  O3-6946298S
754          754                                         Maine 1 Drawer Unit - White        £30.00        4.5            homeware      8082920841958 2008-05-03  c6a42a21-8d7b-442c-a7a0-b129c6a990db  Still_avaliable  H5-5726853B
368          368                        Fisherman's Dog Treats 100g - Sushi Twisters         £1.99        0.1                pets      7579020701226 2008-05-24  8f629e09-6ac3-4034-94fa-6c3fbde0d73c  Still_avaliable   i3-173396y
1780        1780                                         Aero Peppermint Bubbles 80g         £1.25       0.08      food-and-drink      3670861827701 2008-07-20  a24ddb67-7cb4-4c8c-976f-0252d2947486  Still_avaliable   z4-931610C
908          908                                   Micro Plush Rug 60 x 110cm - Sage        £12.00       0.52            homeware      9659829894423 2008-07-24  14a74e93-fa6f-4921-ba19-77e7b657bb4e  Still_avaliable  I3-7896129d
1229        1229                                               Bunny Tails with Vase         £5.00       0.35            homeware      3071468777572 2008-08-08  e4a07175-cd5e-44eb-907f-de828d57b73a  Still_avaliable  e4-7647105a
718          718                      Diamond Tufted All Over Voile 55 x 90" - White        £10.00       0.41            homeware      3212824833123 2008-08-21  1980fa3e-ad39-4adb-824e-870b437ea605  Still_avaliable  L7-4484503z
347          347                                  Gusto Steak Strips Dog Treats 140g         £2.19       0.14                pets      2171028162310 2008-08-28  84e7713d-2ab1-4709-8f1e-f57058282928  Still_avaliable  U0-1949242M
148          148                                                 Monopoly Board Game        £16.99        1.0      toys-and-games      6414919901435 2008-09-08  5a14a653-c042-458c-a7e5-599312172e41  Still_avaliable  E2-8129959b
458          458                                    Lokken Multi Section Shelf - Oak         £8.00        3.8            homeware      4705511547483 2008-09-09  04fc76bc-4537-4cad-98b1-d51ea54414ed          Removed  X8-9458613Q
1035        1035                                        Teddy Tufted Cushion - Cream        £14.00       0.65            homeware      5169059798735 2008-09-21  efc25d93-cfc5-4dfd-867c-f2771d8f2e27          Removed  s1-0072629H
343          343                                    Pedigree Misfits Wonky Chomp 2pk         £1.29       0.17                pets      1447228608462 2008-10-16  cb2d8d03-13ce-4527-bbdd-28e7fe43f965  Still_avaliable  l6-2612405t
1833        1833                    UniBond No More Nails Quick Drying Adhesive 290g         £8.99       0.29                 diy      1723527054507 2008-11-08  a920fd9e-4268-429c-ae8e-5b2c7db311b2  Still_avaliable  U4-5823659m
36            36                                 Table Football Championship Edition        £12.99       2.25      toys-and-games       611110416348 2008-11-11  c60c7b10-9af3-4259-b36e-c4d5577fd372  Still_avaliable  I0-2219203g
526          526                                             Oakwood Cushion - Brown        £10.00      0.296            homeware      3898377754513 2008-11-15  5de9f3da-1c35-4617-8d88-60a3e8d1dbf3  Still_avaliable  V5-4024014H
1757        1757                            McVities Chocolate Creations Carton 400g         £5.00        0.4      food-and-drink      3941509117363 2008-11-17  37836777-d154-4a06-bc13-3f2a0ec6444a  Still_avaliable  v6-0869447B
1422        1422                              Bleached Country Foliage in Ribbed Jar        £10.00      0.363            homeware       599344790475 2008-11-18  08b01e38-8133-494d-aa27-209c244ca2b5  Still_avaliable  a6-7102290u
1583        1583                           Cadbury Dairy Milk Winter Mint Crisp 360g         £2.99       0.36      food-and-drink      5093238016894 2008-12-05  0954642b-da74-4bb3-a9d8-57d1b24ac4f8  Still_avaliable   k9-061339f
1049        1049                Lennon Geo Velvet Pinsonic Cushion 48 x 48cm - Blush         £8.00       0.15            homeware      5321691427699 2008-12-06  d22505e8-2bae-4f37-b585-f8eacba556c0  Still_avaliable  q7-5246963M
565          565                                          Spaceways 5 Tier Shoe Rack        £10.00        1.5            homeware      8621728424149 2008-12-14  2f702f5f-5c1b-48c5-ab75-a852872f3faa  Still_avaliable  h7-7764534H
730          730               Oakland Traditional Woven Grey Check Curtain 66 x 72"        £34.99       2.36            homeware      1011161304547 2009-01-06  1104a2f5-185a-44bf-b0f4-54082ea6dfa7  Still_avaliable  E2-8942426p
584          584                                                  Brody Swivel Chair        £80.00       18.5            homeware      4521615962775 2009-01-09  0da08159-620c-4871-9a71-50536f9fbdb7  Still_avaliable  c3-9437713N
1674        1674                                 Nescafe Azera Americano Coffee 100g         £3.29        0.1      food-and-drink      7577227546411 2009-01-12  986c3b98-277f-454b-ba01-8fa9959aa966  Still_avaliable  X9-0265202A
6              6                                             Peppa Pig House Felties         £7.00       0.46      toys-and-games      5997977455405 2009-01-24  58112753-a53f-4696-ab8a-7186c7e4a57e  Still_avaliable  U3-5148457q
197          197                                   Audi R8 Remote Control Car - Grey        £25.00       1.25      toys-and-games      6146841852492 2009-02-14  c1393b1f-6fb8-4ab1-9668-6380869fd793  Still_avaliable  n1-0507273V
1340        1340                                          Winter Spice Wax Melts 8pk         £1.50      0.096            homeware      6953351242350 2009-03-20  6da567bc-85e1-4296-9cde-9d75451245d0  Still_avaliable  T8-6501161g
1558        1558                                  Bath Bar Fizzer 130g - Sugar Berry         £0.79       0.13   health-and-beauty      3450011391746 2009-04-18  00e48090-879e-41aa-9146-bd64bb2c6a41  Still_avaliable   i4-777652p
1287        1287                                         Esme Natural King Duvet Set        £28.00       2.05            homeware      6039747145020 2009-05-05  14d4f33e-c234-4863-91b5-7098f00f5ac7  Still_avaliable  M4-4298567H
207          207                                    Zuru X-Shot Crusher Foam Blaster        £30.00       1.68      toys-and-games      8701119456192 2009-05-22  dd3f1b03-3b13-425d-8037-3b9b3a0cd2ee          Removed  T9-7066532w
502          502                                         Lara King Duvet Set - Khaki        £25.00      1.675            homeware       452526933377 2009-05-28  538b13e4-9f71-4aff-b89a-1bb9d2bd1da4  Still_avaliable  O5-3702231R
796          796                                  Chunky Knit Rug 100 x 150cm - Sage        £45.00       3.75            homeware      9935725548692 2009-07-08  d5a0d20d-aa5f-4114-a07e-c63f7876ad43  Still_avaliable  T1-5332245s
189          189                                          Zuru X-Shot Excel Hawk Eye        £12.99       0.65      toys-and-games      6665916130346 2009-08-23  13ff179b-7c70-4f47-9280-577e49e218ed  Still_avaliable  U9-9634338k
842          842                                              Norsk Barstool - Black        £50.00        7.3            homeware      5365751279002 2009-08-29  c532cacf-0edc-4039-8fe4-84c6c2899979  Still_avaliable  I4-8123726V
1524        1524                            Shimmer Metallic Rug 100 x 150cm - Blush        £45.00       3.85            homeware      3788385330796 2009-09-07  c2f3ce58-3c8a-41bf-b6bb-394e222d7c7e  Still_avaliable  E1-5918567T
1656        1656                                                 Danish Cookies 375g         £1.00      0.375      food-and-drink      7173252719570 2009-09-19  793b8bfc-2aea-4c3b-9a0d-11125a760431  Still_avaliable   P2-752385y
1470        1470                           Cambridge Blackout Panel 54 x 86" - Stone        £15.00        0.8            homeware      6568487195403 2009-09-21  fcb45bb7-f7fd-49eb-a6cd-096d51a0b20f  Still_avaliable  F7-3581133o
239          239          Fisher-Price Little People Wheelies Batman Raceway Ride On        £34.99        2.2      toys-and-games      4213184171138 2009-09-26  a7dc9b8e-c162-478b-848b-fe25e9526936  Still_avaliable    u1-08445Y
1622        1622                            Zed Candy Mini Refills 100g - Mini Chews         £0.69        0.1      food-and-drink      9461371562053 2009-09-26  8c703100-552c-459f-87ed-2b096ae9a193  Still_avaliable  F7-0699344g
1565        1565                               Skin Techniques Hydrogel Eye Mask 3pk         £1.00      0.004   health-and-beauty      2302819418532 2009-10-11  6ada8500-797d-4695-99d5-092bb27fc5ae  Still_avaliable  z2-5909427Y
